amount_received,amount_paid,amount_ratio,log_amount_paid,log_amount_received,amount_difference,hour_of_day,day_of_week,from_bank,to_bank,payment_format,payment_currency,receiving_currency,is_high_risk_format,is_cross_currency,is_bitcoin,is_laundering
3.82,3.82,0.9999999997382198,1.572773928062509,1.572773928062509,0.0,0,0,1922,1922,5,12,12,0,0,0,0
1519.05,1519.05,0.9999999999993417,7.326498508036144,7.326498508036144,0.0,0,0,11796,11796,5,12,12,0,0,0,0
5956.72,5956.72,0.999999999999832,8.692443136532779,8.692443136532779,0.0,0,0,718,718,5,12,12,0,0,0,0
5876999.99,5876999.99,0.9999999999999999,15.586557154048066,15.586557154048066,0.0,0,0,1601,2776,3,12,12,0,0,0,0
502.67,502.67,0.9999999999980106,6.221921291716416,6.221921291716416,0.0,0,0,867,867,5,12,12,0,0,0,0
5914.14,5914.14,0.9999999999998308,8.685270444771442,8.685270444771442,0.0,0,0,32041,32041,5,12,12,0,0,0,0
1292.36,1292.36,0.9999999999992262,7.164998762293351,7.164998762293351,0.0,0,0,11,11,5,12,12,0,0,0,0
511637.03,511637.03,0.9999999999999981,13.14537268134238,13.14537268134238,0.0,0,0,1601,0,3,12,12,0,0,0,0
12373.74,12373.74,0.9999999999999192,9.423412577115165,9.423412577115165,0.0,0,0,32248,11,0,12,12,0,0,0,0
626872.0,626872.0,0.9999999999999983,13.348499247264535,13.348499247264535,0.0,0,0,11,20,0,12,12,0,0,0,0
60435.61,60435.61,0.9999999999999835,11.009350326130656,11.009350326130656,0.0,0,0,741,741,5,12,12,0,0,0,0
12995.31,12995.31,0.9999999999999231,9.472420749997884,9.472420749997884,0.0,0,0,0,0,5,12,12,0,0,0,0
19757.75,19757.75,0.9999999999999494,9.891351710191605,9.891351710191605,0.0,0,0,31398,31398,5,12,12,0,0,0,0
2081.03,2081.03,0.9999999999995195,7.6410986582930045,7.6410986582930045,0.0,0,0,33548,33548,5,12,12,0,0,0,0
4981.27,4981.27,0.9999999999997992,8.513640889455992,8.513640889455992,0.0,0,0,11798,11798,5,12,12,0,0,0,0
13.76,13.76,0.9999999999273256,2.6919208191723265,2.6919208191723265,0.0,0,0,718,718,5,12,12,0,0,0,0
3.54,3.54,0.9999999997175141,1.5129270120532565,1.5129270120532565,0.0,0,0,2776,86993,4,12,12,0,0,0,0
233.8,233.8,0.9999999999957229,5.458734087953942,5.458734087953942,0.0,0,0,11081,139958,4,12,12,0,0,0,0
15.76,15.76,0.9999999999365482,2.818995095053937,2.818995095053937,0.0,0,0,1315,1315,5,12,12,0,0,0,0
28.22,28.22,0.9999999999645641,3.3748534063225533,3.3748534063225533,0.0,0,0,952,10409,4,12,12,0,0,0,0
138.35,138.35,0.999999999992772,4.936988753927957,4.936988753927957,0.0,0,0,1488,78911,4,12,12,0,0,0,0
43.99,43.99,0.9999999999772676,3.806440242853081,3.806440242853081,0.0,0,0,0,86993,4,12,12,0,0,0,0
19.61,19.61,0.9999999999490056,3.0257763949023677,3.0257763949023677,0.0,0,0,20,120090,4,12,12,0,0,0,0
22.94,22.94,0.999999999956408,3.1755507001298273,3.1755507001298273,0.0,0,0,1924,1924,5,12,12,0,0,0,0
9.38,9.38,0.9999999998933902,2.3398808777377424,2.3398808777377424,0.0,0,0,544,223111,4,12,12,0,0,0,0
27.56,27.56,0.9999999999637156,3.3520071374713836,3.3520071374713836,0.0,0,0,0,235792,4,12,12,0,0,0,0
191.0,191.0,0.9999999999947644,5.2574953720277815,5.2574953720277815,0.0,0,0,0,1922,0,12,12,0,0,0,0
3502.12,3502.12,0.9999999999997145,8.16140927896245,8.16140927896245,0.0,0,0,33569,33569,5,12,12,0,0,0,0
2070101.0,2070101.0,0.9999999999999996,14.54310843938988,14.54310843938988,0.0,0,0,20,867,0,12,12,0,0,0,0
167.4,167.4,0.9999999999940263,5.126342101808226,5.126342101808226,0.0,0,0,20,20,5,12,12,0,0,0,0
10354.6,10354.6,0.9999999999999034,9.245282715173747,9.245282715173747,0.0,0,0,20,20,5,12,12,0,0,0,0
407.08,407.08,0.9999999999975435,6.011463233614671,6.011463233614671,0.0,0,0,2310,2310,5,12,12,0,0,0,0
6046.74,6046.74,0.9999999999998346,8.707439927517308,8.707439927517308,0.0,0,0,2597,2597,5,12,12,0,0,0,0
87046.0,87046.0,0.9999999999999885,11.374203481650147,11.374203481650147,0.0,0,0,544,741,0,12,12,0,0,0,0
5102.78,5102.78,0.9999999999998039,8.53773672064737,8.53773672064737,0.0,0,0,1818,1818,5,12,12,0,0,0,0
527592.03,527592.03,0.999999999999998,13.176080488972302,13.176080488972302,0.0,0,0,11304,23435,0,12,12,0,0,0,0
2443.32,2443.32,0.9999999999995908,7.801522244617413,7.801522244617413,0.0,0,0,33586,33586,5,12,12,0,0,0,0
4397.0,4397.0,0.9999999999997725,8.388905171114706,8.388905171114706,0.0,0,0,544,544,6,12,12,1,0,0,0
20.7,20.7,0.9999999999516909,3.077312260546414,3.077312260546414,0.0,0,0,1922,12696,4,12,12,0,0,0,0
22.39,22.39,0.9999999999553372,3.1523085805960878,3.1523085805960878,0.0,0,0,867,124809,4,12,12,0,0,0,0
45.89,45.89,0.9999999999782089,3.847804433101495,3.847804433101495,0.0,0,0,718,7793,4,12,12,0,0,0,0
3.45,3.45,0.9999999997101449,1.4929040961781488,1.4929040961781488,0.0,0,0,0,13514,4,12,12,0,0,0,0
5.22,5.22,0.9999999998084291,1.827769906751088,1.827769906751088,0.0,0,0,2597,2597,5,12,12,0,0,0,0
23.31,23.31,0.9999999999571,3.1908877883280318,3.1908877883280318,0.0,0,0,1315,1315,5,12,12,0,0,0,0
3.78,3.78,0.9999999997354497,1.5644405465033644,1.5644405465033644,0.0,0,0,11848,12696,4,12,12,0,0,0,0
37.93,37.93,0.9999999999736358,3.6617651616223643,3.6617651616223643,0.0,0,0,741,124809,4,12,12,0,0,0,0
20.23,20.23,0.9999999999505684,3.055415275715165,3.055415275715165,0.0,0,0,1818,1818,5,12,12,0,0,0,0
31.47,31.47,0.9999999999682238,3.4803165861147547,3.4803165861147547,0.0,0,0,23435,2177828,4,12,12,0,0,0,0
640945.0,640945.0,0.9999999999999983,13.3707004889844,13.3707004889844,0.0,0,0,2310,20,0,12,12,0,0,0,0
761859.0,761859.0,0.9999999999999987,13.543518090754784,13.543518090754784,0.0,0,0,3503,1922,3,12,12,0,0,0,0
877182.0,877182.0,0.9999999999999988,13.684470915493117,13.684470915493117,0.0,0,0,2310,20,3,12,12,0,0,0,0
663200.0,663200.0,0.9999999999999984,13.404833390642857,13.404833390642857,0.0,0,0,1488,11304,0,12,12,0,0,0,0
69781.56,69781.56,0.9999999999999856,11.153139400797546,11.153139400797546,0.0,0,0,2310,2776,0,12,12,0,0,0,0
12913.9,12913.9,0.9999999999999225,9.466136962565391,9.466136962565391,0.0,0,0,33599,33599,5,12,12,0,0,0,0
8.32,8.32,0.9999999998798077,2.2321626286975,2.2321626286975,0.0,0,0,1313,1313,5,12,12,0,0,0,0
70.96,70.96,0.9999999999859075,4.2761104090823325,4.2761104090823325,0.0,0,0,20,27934,4,12,12,0,0,0,0
41.77,41.77,0.9999999999760595,3.7558369222388173,3.7558369222388173,0.0,0,0,1922,242337,4,12,12,0,0,0,0
7.42,7.42,0.9999999998652291,2.130609828254235,2.130609828254235,0.0,0,0,2310,2310,5,12,12,0,0,0,0
91.07,91.07,0.9999999999890195,4.522549157299754,4.522549157299754,0.0,0,0,20,2147575,4,12,12,0,0,0,0
19.6,19.6,0.9999999999489796,3.0252910757955354,3.0252910757955354,0.0,0,0,11304,2147575,4,12,12,0,0,0,0
35.1,35.1,0.9999999999715101,3.586292865338835,3.586292865338835,0.0,0,0,11304,213895,4,12,12,0,0,0,0
34.99,34.99,0.9999999999714205,3.5832411220909393,3.5832411220909393,0.0,0,0,2776,242337,4,12,12,0,0,0,0
46925.0,46925.0,0.9999999999999788,10.756327171829666,10.756327171829666,0.0,0,0,23128,12696,3,12,12,0,0,0,0
72.75,72.75,0.9999999999862542,4.300680995219929,4.300680995219929,0.0,0,0,11304,11304,5,12,12,0,0,0,0
1185313.0,1185313.0,0.9999999999999992,13.985518276353613,13.985518276353613,0.0,0,0,21418,12582,3,12,12,0,0,0,0
338.07,338.07,0.999999999997042,5.826206575739907,5.826206575739907,0.0,0,0,11796,11796,5,12,12,0,0,0,0
791.74,791.74,0.999999999998737,6.675495299021645,6.675495299021645,0.0,0,0,23128,23128,5,12,12,0,0,0,0
14.85,14.85,0.99999999993266,2.7631695003232895,2.7631695003232895,0.0,0,0,867,867,5,12,12,0,0,0,0
22.02,22.02,0.9999999999545868,3.1363634032937364,3.1363634032937364,0.0,0,0,12696,112140,4,12,12,0,0,0,0
22.64,22.64,0.9999999999558303,3.1629401925378975,3.1629401925378975,0.0,0,0,11304,11304,5,12,12,0,0,0,0
74.78,74.78,0.9999999999866274,4.327834405590455,4.327834405590455,0.0,0,0,12582,168775,4,12,12,0,0,0,0
5.87,5.87,0.9999999998296423,1.927164106234258,1.927164106234258,0.0,0,0,11796,11796,5,12,12,0,0,0,0
686624.05,686624.05,0.9999999999999984,13.439543643464871,13.439543643464871,0.0,0,0,1601,1601,5,12,12,0,0,0,0
1208.88,1208.88,0.9999999999991728,7.098276460119046,7.098276460119046,0.0,0,0,952,952,5,12,12,0,0,0,0
114080.64,114080.64,0.9999999999999912,11.644669611421369,11.644669611421369,0.0,0,0,952,23128,0,12,12,0,0,0,0
2954.0,2954.0,0.9999999999996615,7.991253929840199,7.991253929840199,0.0,0,0,2310,2597,3,12,12,0,0,0,0
71211.0,71211.0,0.9999999999999859,11.173416622524753,11.173416622524753,0.0,0,0,0,952,0,12,12,0,0,0,0
12.64,12.64,0.9999999999208861,2.613006652415316,2.613006652415316,0.0,0,0,952,288720,4,12,12,0,0,0,0
22.21,22.21,0.9999999999549752,3.1445832202863455,3.1445832202863455,0.0,0,0,20,246084,4,12,12,0,0,0,0
46.77,46.77,0.9999999999786189,3.8663978274018707,3.8663978274018707,0.0,0,0,23128,288720,4,12,12,0,0,0,0
14.88,14.88,0.9999999999327956,2.7650604558189897,2.7650604558189897,0.0,0,0,2597,14992,4,12,12,0,0,0,0
7.17,7.17,0.99999999986053,2.1004689088719113,2.1004689088719113,0.0,0,0,1922,7810,4,12,12,0,0,0,0
201.71,201.71,0.9999999999950424,5.311776386232193,5.311776386232193,0.0,0,0,23128,23128,5,12,12,0,0,0,0
1569753.0,1569753.0,0.9999999999999994,14.26642947714957,14.26642947714957,0.0,0,0,1488,867,0,12,12,0,0,0,0
17867.58,17867.58,0.999999999999944,9.790799142209346,9.790799142209346,0.0,0,0,2310,2310,5,12,12,0,0,0,0
775993.92,775993.92,0.9999999999999987,13.561901252752175,13.561901252752175,0.0,0,0,11848,23435,3,12,12,0,0,0,0
33.59,33.59,0.9999999999702294,3.5435646229490776,3.5435646229490776,0.0,0,0,1208,1122461,4,12,12,0,0,0,0
2.67,2.67,0.9999999996254682,1.3001916620664788,1.3001916620664788,0.0,0,0,867,11,4,12,12,0,0,0,0
140.21,140.21,0.9999999999928679,4.9502481440811605,4.9502481440811605,0.0,0,0,741,1122461,4,12,12,0,0,0,0
171.1,171.1,0.9999999999941556,5.1480757032174935,5.1480757032174935,0.0,0,0,23435,257757,4,12,12,0,0,0,0
7.53,7.53,0.9999999998671979,2.143589361503588,2.143589361503588,0.0,0,0,3503,1122461,4,12,12,0,0,0,0
10.98,10.98,0.9999999999089253,2.4832385926873033,2.4832385926873033,0.0,0,0,13600,13600,5,12,12,0,0,0,0
9913.93,9913.93,0.9999999999998991,9.201796980918889,9.201796980918889,0.0,0,0,33944,33944,5,12,12,0,0,0,0
1039.19,1039.19,0.9999999999990378,6.947158667756903,6.947158667756903,0.0,0,0,1831,1831,5,12,12,0,0,0,0
73.62,73.62,0.9999999999864166,4.312408567793012,4.312408567793012,0.0,0,0,23435,23435,5,12,12,0,0,0,0
2038.57,2038.57,0.9999999999995095,7.620494280306401,7.620494280306401,0.0,0,0,11,11,5,12,12,0,0,0,0
2783.0,2783.0,0.9999999999996407,7.931644021454311,7.931644021454311,0.0,0,0,11,23435,3,12,12,0,0,0,0
8.78,8.78,0.9999999998861048,2.280339484046726,2.280339484046726,0.0,0,0,544,544,5,12,12,0,0,0,0
36.9,36.9,0.9999999999728998,3.634951112088381,3.634951112088381,0.0,0,0,3503,273734,4,12,12,0,0,0,0
870925.43,870925.43,0.9999999999999988,13.67731278613629,13.67731278613629,0.0,0,0,13843,13843,5,12,12,0,0,0,0
27040.0,27040.0,0.999999999999963,10.205109511721595,10.205109511721595,0.0,0,0,20,214,3,12,12,0,0,0,0
1284.62,1284.62,0.9999999999992216,7.158996371240689,7.158996371240689,0.0,0,0,13843,13843,5,12,12,0,0,0,0
42111.0,42111.0,0.9999999999999764,10.648088014684989,10.648088014684989,0.0,0,0,718,13843,0,12,12,0,0,0,0
11162.01,11162.01,0.9999999999999104,9.320360912830868,9.320360912830868,0.0,0,0,3898,3898,5,12,12,0,0,0,0
529263.0,529263.0,0.999999999999998,13.17924264117441,13.17924264117441,0.0,0,0,13843,13600,3,12,12,0,0,0,0
1189.31,1189.31,0.9999999999991592,7.0819690563819275,7.0819690563819275,0.0,0,0,0,0,5,12,12,0,0,0,0
0.01,0.01,0.99999990000001,0.009950330853168083,0.009950330853168083,0.0,0,0,34421,1922,3,12,12,0,0,0,0
2249035.0,2249035.0,0.9999999999999996,14.626012237927613,14.626012237927613,0.0,0,0,13843,3503,3,12,12,0,0,0,0
50615.0,50615.0,0.9999999999999803,10.83202301082672,10.83202301082672,0.0,0,0,11,2310,3,12,12,0,0,0,0
11.03,11.03,0.9999999999093382,2.4874035299865875,2.4874035299865875,0.0,0,0,13843,13843,5,12,12,0,0,0,0
32.79,32.79,0.999999999969503,3.5201649007261984,3.5201649007261984,0.0,0,0,20,2135152,4,12,12,0,0,0,0
24.3,24.3,0.9999999999588477,3.2308043957334744,3.2308043957334744,0.0,0,0,214,255931,4,12,12,0,0,0,0
19.3,19.3,0.9999999999481866,3.0106208860477417,3.0106208860477417,0.0,0,0,3503,3503,5,12,12,0,0,0,0
19.1,19.1,0.999999999947644,3.0007198150650303,3.0007198150650303,0.0,0,0,20,20,5,12,12,0,0,0,0
180.09,180.09,0.9999999999944473,5.198994145253251,5.198994145253251,0.0,0,0,1831,272237,4,12,12,0,0,0,0
88.13,88.13,0.9999999999886531,4.490095978142626,4.490095978142626,0.0,0,0,13843,249383,4,12,12,0,0,0,0
138.95,138.95,0.9999999999928032,4.941285215961463,4.941285215961463,0.0,0,0,13600,295854,4,12,12,0,0,0,0
36.13,36.13,0.9999999999723223,3.6144252681889886,3.6144252681889886,0.0,0,0,21418,255931,4,12,12,0,0,0,0
16.31,16.31,0.9999999999386879,2.851284369188118,2.851284369188118,0.0,0,0,0,0,5,12,12,0,0,0,0
39.76,39.76,0.9999999999748492,3.707701208354524,3.707701208354524,0.0,0,0,11032,255931,4,12,12,0,0,0,0
35.4,35.4,0.9999999999717515,3.594568774642695,3.594568774642695,0.0,0,0,3503,122953,4,12,12,0,0,0,0
4560.11,4560.11,0.9999999999997806,8.425321293938966,8.425321293938966,0.0,0,0,2954,2954,5,12,12,0,0,0,0
13971.69,13971.69,0.9999999999999284,9.544859989190602,9.544859989190602,0.0,0,0,1313,1313,5,12,12,0,0,0,0
221692.0,221692.0,0.9999999999999956,12.30904882090656,12.30904882090656,0.0,0,0,1818,952,3,12,12,0,0,0,0
3.49,3.49,0.999999999713467,1.501852701754163,1.501852701754163,0.0,0,0,2954,2954,5,12,12,0,0,0,0
18.28,18.28,0.9999999999452954,2.9590682891823996,2.9590682891823996,0.0,0,0,1313,1313,5,12,12,0,0,0,0
169.85,169.85,0.9999999999941125,5.140785978561301,5.140785978561301,0.0,0,0,952,29655,4,12,12,0,0,0,0
9.75,9.75,0.9999999998974359,2.3749057545736716,2.3749057545736716,0.0,0,0,2310,2310,5,12,12,0,0,0,0
325.86,325.86,0.9999999999969312,5.789531944664912,5.789531944664912,0.0,0,0,1922,125344,4,12,12,0,0,0,0
22.94,22.94,0.999999999956408,3.1755507001298273,3.1755507001298273,0.0,0,0,1046,1046,5,12,12,0,0,0,0
232714.0,232714.0,0.9999999999999958,12.357569807891869,12.357569807891869,0.0,0,0,24842,24689,0,12,12,0,0,0,0
12468.32,12468.32,0.9999999999999197,9.431026506313122,9.431026506313122,0.0,0,0,14031,14031,5,12,12,0,0,0,0
8249.8,8249.8,0.9999999999998788,9.018065444324439,9.018065444324439,0.0,0,0,3902,3902,5,12,12,0,0,0,0
10272.16,10272.16,0.9999999999999026,9.237289947902726,9.237289947902726,0.0,0,0,24830,24830,5,12,12,0,0,0,0
990931.0,990931.0,0.9999999999999989,13.806401193399811,13.806401193399811,0.0,0,0,23602,11304,3,12,12,0,0,0,0
122643.0,122643.0,0.9999999999999918,11.717041128799853,11.717041128799853,0.0,0,0,20,14031,0,12,12,0,0,0,0
23.98,23.98,0.9999999999582986,3.2180755046974316,3.2180755046974316,0.0,0,0,24842,24842,5,12,12,0,0,0,0
36.73,36.73,0.9999999999727744,3.6304555339762192,3.6304555339762192,0.0,0,0,1488,20,4,12,12,0,0,0,0
1.02,1.02,0.9999999990196078,0.7030975114131134,0.7030975114131134,0.0,0,0,24689,11,4,12,12,0,0,0,0
20.99,20.99,0.9999999999523582,3.09058780456667,3.09058780456667,0.0,0,0,24830,24830,5,12,12,0,0,0,0
1.96,1.96,0.9999999994897959,1.085189268335969,1.085189268335969,0.0,0,0,11304,192012,4,12,12,0,0,0,0
40839293.0,40839293.0,1.0,17.525155264137762,17.525155264137762,0.0,0,0,20,15019,3,12,12,0,0,0,0
5331.62,5331.62,0.9999999999998124,8.58159795360848,8.58159795360848,0.0,0,0,20,20,5,12,12,0,0,0,0
22.89,22.89,0.9999999999563128,3.173459961337718,3.173459961337718,0.0,0,0,3761,3761,5,12,12,0,0,0,0
13.39,13.39,0.9999999999253174,2.6665335208992764,2.6665335208992764,0.0,0,0,11,17364,4,12,12,0,0,0,0
23.7,23.7,0.9999999999578059,3.2068032436339315,3.2068032436339315,0.0,0,0,14031,14031,5,12,12,0,0,0,0
70.48,70.48,0.9999999999858116,4.2694176902912275,4.2694176902912275,0.0,0,0,214,210105,4,12,12,0,0,0,0
21.29,21.29,0.9999999999530296,3.1041381473977774,3.1041381473977774,0.0,0,0,15019,278166,4,12,12,0,0,0,0
17310.56,17310.56,0.9999999999999422,9.759129765426731,9.759129765426731,0.0,0,0,11796,11796,5,12,12,0,0,0,0
647.0,647.0,0.9999999999984545,6.473890696352274,6.473890696352274,0.0,0,0,15325,4292,3,12,12,0,0,0,0
71706.0,71706.0,0.999999999999986,11.180343650832073,11.180343650832073,0.0,0,0,15019,25932,0,12,12,0,0,0,0
898444.14,898444.14,0.9999999999999988,13.708420926023924,13.708420926023924,0.0,0,0,25642,15594,3,12,12,0,0,0,0
4848.09,4848.09,0.9999999999997936,8.486546337461052,8.486546337461052,0.0,0,0,7098,7098,5,12,12,0,0,0,0
42761.0,42761.0,0.9999999999999767,10.663405136729926,10.663405136729926,0.0,0,0,25222,1313,3,12,12,0,0,0,0
8.69,8.69,0.9999999998849252,2.2710944259026746,2.2710944259026746,0.0,0,0,11796,11796,5,12,12,0,0,0,0
26.02,26.02,0.9999999999615681,3.2965773325320527,3.2965773325320527,0.0,0,0,11304,111554,4,12,12,0,0,0,0
7.02,7.02,0.9999999998575498,2.081938421878423,2.081938421878423,0.0,0,0,4292,191805,4,12,12,0,0,0,0
401.66,401.66,0.9999999999975103,5.998092533398203,5.998092533398203,0.0,0,0,25932,158979,4,12,12,0,0,0,0
34.65,34.65,0.9999999999711401,3.573749146860305,3.573749146860305,0.0,0,0,25444,63074,4,12,12,0,0,0,0
12.9,12.9,0.9999999999224806,2.631888840136646,2.631888840136646,0.0,0,0,15594,32425,4,12,12,0,0,0,0
13.06,13.06,0.9999999999234304,2.643333886382519,2.643333886382519,0.0,0,0,15325,15325,5,12,12,0,0,0,0
